idno,GEN,AGE,EDU,JOBS,JOBS1,JOBS2,INCOME,region,pspwght,regions,FW1,FW3,FW7,FW9,FW10,FW11,FW2,FW12,FW13,FW4,FW5,FW6,FW8,FW14
61902,1,46,1,10,0,1,,BE22,1.284401837,0,5,5,5,5,5,5,4,5,4,10,10,7,9,8
61903,1,18,2,66,0,0,3,BE22,1.289705347,0,4,4,4,5,4,4,4,4,5,7,7,8,7,8
61904,1,66,7,9,0,1,9,BE22,0.850930719,0,4,5,5,5,4,4,5,4,4,9,9,8,8,8
61906,2,28,7,9,0,1,8,BE22,0.858825994,0,4,4,4,2,3,3,4,2,4,8,8,7,8,2
61909,2,55,4,8,0,1,5,BE22,0.857158564,0,4,4,4,4,3,4,2,4,2,8,8,7,8,7
62001,2,68,6,66,0,0,4,BE22,0.853112833,0,5,5,4,4,4,4,4,5,4,8,8,8,5,5
62002,1,76,4,66,0,0,7,BE22,0.854966103,0,4,4,4,2,4,3,4,4,2,8,8,8,5,5
62004,2,44,4,8,0,1,6,BE22,0.859350418,0,5,5,5,3,4,4,4,3,2,8,8,8,8,6
62005,1,62,4,66,0,0,,BE22,0.854966103,0,4,3,4,4,3,4,3,4,2,9,9,9,7,7
62007,1,26,7,8,0,1,9,BE22,0.856629268,0,4,4,4,4,3,4,4,4,4,7,8,8,7,6
62008,2,57,6,8,0,1,5,BE22,0.853112833,0,3,4,4,4,3,4,4,4,3,8,8,7,7,6
62009,1,51,7,7,0,1,8,BE22,0.853106648,0,2,3,2,2,2,2,4,2,2,5,5,6,3,3
62101,1,35,7,8,0,1,9,BE22,0.853106648,0,4,4,5,2,4,2,3,2,3,9,9,8,8,7
62102,1,44,7,8,0,1,10,BE22,0.853106648,0,4,3,4,4,3,3,4,5,4,7,7,6,6,5
62103,1,53,4,8,0,1,8,BE22,0.85715235,0,5,3,4,2,3,4,4,5,3,7,8,9,7,8
62104,2,89,1,66,0,0,1,BE22,1.284411148,0,5,1,4,1,3,2,2,4,2,7,7,5,6,5
62105,2,24,4,7,0,1,7,BE22,0.862898819,0,5,4,4,4,3,4,3,5,4,8,8,8,6,8
62108,1,50,6,8,0,1,7,BE22,0.853106648,0,4,5,4,3,4,4,4,4,4,8,8,8,7,7
62109,1,60,4,10,0,1,9,BE22,0.854966103,0,3,4,4,5,4,4,5,3,3,9,9,10,8,8
62201,1,63,1,66,0,0,5,BE22,1.28112585,0,5,5,4,4,4,3,1,3,2,7,7,8,6,7
62202,2,73,3,66,0,0,2,BE22,0.857158564,0,4,4,4,4,4,4,4,4,4,10,10,10,0,8
62203,1,79,1,66,0,0,7,BE22,1.28112585,0,4,5,4,4,4,4,2,5,2,5,6,7,4,8
62204,1,56,7,8,0,1,8,BE22,0.850930719,0,4,4,4,4,4,4,4,4,4,8,8,8,7,4
62206,1,68,4,66,0,0,3,BE22,0.854966103,0,5,4,5,3,4,4,2,5,4,8,9,9,7,8
62301,2,25,7,7,0,1,9,BE22,0.858825994,0,4,3,4,4,4,3,4,3,4,8,8,8,8,7
62302,1,89,2,66,0,0,10,BE22,1.28112585,0,4,4,4,4,4,4,3,4,2,6,6,6,6,6
62303,2,34,2,66,0,0,3,BE22,1.293012647,0,4,3,4,2,3,2,4,2,2,8,8,9,8,7
62304,2,43,6,66,0,0,,BE22,0.855294341,0,4,4,4,4,4,4,2,4,2,7,7,7,6,4
62307,1,22,2,8,0,1,9,BE22,1.289705347,0,5,5,3,5,4,5,4,4,2,7,6,8,6,6
62309,1,20,5,7,0,1,5,BE22,0.860691675,0,4,4,4,4,4,4,4,4,4,7,7,8,8,6
62401,2,32,5,8,0,1,5,BE22,0.862898819,0,2,3,2,1,4,2,3,2,1,6,7,7,2,2
62403,1,49,6,8,0,1,7,BE22,0.853106648,0,4,4,4,4,3,4,4,2,4,7,8,7,8,7
62405,1,60,4,10,0,1,6,BE22,0.854966103,0,4,3,3,3,3,4,2,2,4,0,0,10,5,5
62406,2,62,4,66,0,0,4,BE22,0.857158564,0,3,5,4,2,3,4,1,4,3,7,6,7,8,7
62407,1,72,4,66,0,0,8,BE22,0.854966103,0,5,4,4,4,4,4,4,4,4,8,8,8,7,7
62408,1,76,4,66,0,0,4,BE22,0.854966103,0,3,4,4,3,3,4,4,4,3,8,8,9,7,7
62409,1,47,3,66,0,0,7,BE22,0.85715235,0,5,3,4,3,4,3,3,4,4,8,8,10,6,7
62504,2,45,2,66,0,0,4,BE22,1.287695537,0,3,4,3,2,2,4,2,2,1,5,5,5,1,9
62505,1,55,2,7,0,1,4,BE22,1.28112585,0,4,4,3,2,3,3,3,3,2,6,7,7,7,7
62508,1,68,4,66,0,0,4,BE22,0.854966103,0,4,4,4,4,4,4,4,4,3,8,7,7,5,4
62601,1,24,7,66,0,0,7,BE22,0.856629268,0,5,4,4,3,4,4,4,3,2,8,7,6,9,3
62602,1,54,4,9,0,1,7,BE22,0.85715235,0,4,4,4,4,4,4,4,4,2,9,9,9,6,8
62604,1,20,4,66,0,0,8,BE22,0.860691675,0,2,4,4,3,4,4,4,4,3,8,8,7,7,7
62605,2,31,,8,0,1,8,BE22,1.004411703,0,4,4,4,4,4,4,4,2,4,6,6,7,7,6
62609,1,60,4,4,1,0,4,BE22,0.854966103,0,4,4,4,4,4,3,4,4,2,6,6,6,7,4
62701,2,74,2,66,0,0,2,BE22,1.284411148,0,4,4,4,4,4,4,4,5,3,9,10,9,8,8
62704,2,48,5,8,0,1,9,BE22,0.859350418,0,4,4,4,3,4,4,4,4,4,8,8,8,7,7
62705,2,28,6,8,0,1,9,BE22,0.858825994,0,4,4,4,3,4,4,4,4,4,8,8,8,7,5
62706,2,46,3,66,0,0,6,BE22,0.859350418,0,5,4,4,2,4,4,4,4,4,8,8,7,7,7
62709,2,57,6,10,0,1,10,BE22,0.853112833,0,5,4,4,4,3,3,4,5,4,10,9,8,8,7
62802,1,65,2,66,0,0,4,BE22,1.28112585,0,5,4,5,5,4,5,4,4,5,10,10,10,8,4
62804,1,23,6,8,0,1,5,BE22,0.856629268,0,4,4,5,4,4,4,4,4,4,8,8,8,9,7
62805,1,31,5,9,0,1,9,BE22,0.860691675,0,4,3,3,4,4,4,2,4,4,10,10,10,5,8
62808,1,52,6,66,0,0,8,BE22,0.853106648,0,4,4,4,4,4,4,4,4,4,8,8,8,7,7
62809,1,61,2,66,0,0,2,BE22,1.28112585,0,1,1,2,1,1,1,2,2,1,0,0,0,0,0
62902,2,79,3,66,0,0,3,BE22,0.857158564,0,4,4,4,4,4,4,4,4,4,5,5,4,2,5
62903,1,35,2,66,0,0,2,BE22,1.284401837,0,4,2,3,2,4,2,2,4,1,9,8,8,1,3
62904,1,49,5,7,0,1,9,BE22,0.85715235,0,4,2,3,3,3,3,4,4,3,8,8,7,6,4
62907,1,46,2,7,0,1,6,BE22,1.284401837,0,4,4,4,3,4,3,4,4,4,7,7,7,7,7
62908,1,69,6,66,0,0,9,BE22,0.850930719,0,4,4,5,4,4,4,4,4,4,10,10,10,10,9
70101,2,21,6,66,0,0,3,BE31,0.868858962,2,4,4,4,4,4,4,4,5,2,8,8,7,6,8
70102,1,29,5,8,0,1,5,BE31,0.919002782,2,5,5,5,4,4,4,1,5,4,9,9,9,7,7
70103,1,45,3,8,0,1,10,BE31,0.912325674,2,5,4,4,4,4,4,2,5,2,7,8,8,8,8
70104,2,50,2,8,0,1,10,BE31,1.166786673,2,4,5,4,2,5,4,2,5,4,10,9,8,8,8
70105,2,62,2,66,0,0,,BE31,1.226805848,2,3,5,4,4,4,4,2,5,4,7,7,7,5,4
70106,1,70,5,66,0,0,8,BE31,0.884859566,2,5,4,4,4,5,4,4,4,4,10,10,10,8,8
70107,1,90,5,66,0,0,4,BE31,0.884859566,2,5,3,4,4,3,4,3,4,4,9,9,9,4,4
70108,2,38,5,8,0,1,7,BE31,0.935066029,2,4,4,4,3,3,3,2,5,2,7,7,7,6,6
70202,2,29,2,3,1,0,5,BE31,1.175326125,2,5,3,4,5,4,3,3,3,4,8,7,7,7,6
70204,2,50,5,7,0,1,9,BE31,0.862546178,2,4,3,4,4,4,4,3,4,3,7,6,7,7,6
70205,1,63,3,66,0,0,10,BE31,0.959255447,2,5,4,4,4,4,4,3,5,2,9,9,9,9,8
70206,2,72,5,66,0,0,5,BE31,0.98316556,2,5,4,4,4,4,4,2,5,3,9,9,9,8,8
70306,1,67,7,10,0,1,,BE31,0.884859566,2,5,4,4,4,4,2,5,2,5,9,8,7,9,8
70401,1,85,6,66,0,0,10,BE31,0.884859566,2,3,4,3,4,4,3,3,5,4,9,10,8,5,7
70402,2,23,2,8,0,1,2,BE31,1.175326125,2,5,4,4,4,4,4,4,4,4,10,10,10,10,4
70403,2,43,5,8,0,1,8,BE31,0.862546178,2,2,2,4,2,2,2,2,3,4,7,6,6,6,8
70405,2,79,5,66,0,0,9,BE31,0.906915308,2,5,4,4,4,2,3,2,5,3,9,9,8,8,7
70406,2,21,3,66,0,0,4,BE31,0.941909569,2,4,4,3,3,3,3,3,4,3,8,7,7,7,6
70407,1,28,4,8,0,1,7,BE31,0.919002782,2,4,4,4,4,4,5,2,5,4,8,9,8,7,7
70502,2,54,,66,0,0,,BE31,0.987230563,2,5,5,5,5,3,5,3,5,1,10,9,8,5,8
70503,2,60,2,10,0,1,5,BE31,1.226805848,2,5,4,5,4,4,4,4,5,3,9,9,9,9,6
70504,2,68,6,66,0,0,6,BE31,0.906915308,2,5,4,4,4,3,4,4,4,3,8,6,7,8,5
70505,1,71,5,66,0,0,6,BE31,0.884859566,2,4,4,4,3,4,4,1,5,4,8,9,8,5,8
70509,2,58,3,66,0,0,5,BE31,0.98316556,2,5,5,4,5,5,4,3,3,5,9,9,7,9,9
70602,1,56,2,7,0,1,7,BE31,1.196970521,2,4,5,5,5,5,5,4,3,5,10,6,10,9,6
70603,2,18,5,66,0,0,7,BE31,0.941909569,2,4,5,4,5,4,4,5,5,4,9,8,8,9,7
70605,1,16,2,66,0,0,10,BE31,1.14674276,2,4,4,4,3,4,4,4,5,5,5,4,3,5,4
70703,2,91,2,66,0,0,2,BE31,1.226805848,2,5,4,4,3,4,2,3,3,4,7,7,5,3,8
70704,1,24,6,66,0,0,9,BE31,0.847728731,2,5,4,4,4,3,3,2,5,4,7,8,5,5,3
70705,1,33,7,8,0,1,9,BE31,0.847728731,2,5,4,4,4,4,4,2,4,4,7,7,7,7,7
70707,2,43,7,66,0,0,7,BE31,0.862546178,2,4,4,4,3,4,1,1,5,2,5,5,5,6,4
70708,2,52,5,8,0,1,2,BE31,0.935066029,2,4,4,4,3,4,4,2,5,3,7,7,8,3,5
70709,2,82,5,66,0,0,3,BE31,0.98316556,2,5,5,5,3,4,2,4,5,3,8,8,8,7,2
70801,1,22,3,66,0,0,7,BE31,0.919002782,2,5,3,4,4,5,4,2,3,2,8,9,7,6,4
70803,1,41,7,7,0,1,10,BE31,0.841569471,2,5,5,5,4,4,4,4,5,5,8,9,8,10,6
70804,1,50,5,8,0,1,9,BE31,0.841569471,2,4,4,4,4,2,4,2,5,4,8,9,8,10,9
70805,1,60,5,66,0,0,10,BE31,0.884859566,2,5,4,4,3,5,4,2,5,5,8,8,7,9,9
70806,2,69,4,66,0,0,3,BE31,0.98316556,2,4,5,4,3,2,1,3,2,3,9,10,8,3,1
70808,1,77,1,66,0,0,5,BE31,1.196970521,2,5,4,4,4,3,4,3,5,3,7,6,6,6,5
70809,1,19,3,66,0,0,6,BE31,0.919002782,2,4,4,4,2,4,4,3,5,4,8,9,7,3,6
70902,1,66,1,66,0,0,7,BE31,1.196970521,2,4,4,5,2,4,4,5,5,5,10,10,10,9,9
70904,2,39,3,10,0,1,7,BE31,0.935066029,2,4,5,5,4,4,4,2,5,4,9,9,8,9,6
70905,1,48,3,10,0,1,9,BE31,0.912325674,2,5,5,5,5,5,4,5,5,5,10,10,10,10,9
70906,2,56,2,66,0,0,1,BE31,1.226805848,2,5,3,2,1,2,5,1,2,1,9,9,5,10,0
70909,2,27,5,8,0,1,8,BE31,0.868858962,2,4,3,4,3,2,3,2,2,4,6,5,5,8,6
71001,2,34,7,8,0,1,6,BE31,0.868858962,2,5,4,4,2,4,3,4,5,3,9,8,7,9,3
71002,1,44,2,4,1,0,8,BE31,1.138410984,2,5,3,4,3,4,4,2,5,4,7,8,4,7,6
71003,2,53,5,8,0,1,8,BE31,0.862546178,2,5,4,5,4,4,3,4,4,4,8,7,6,8,3
71004,1,64,5,66,0,0,4,BE31,0.959255447,2,4,5,3,2,2,3,3,3,5,8,8,8,5,4
71005,1,19,2,66,0,0,3,BE31,1.14674276,2,5,4,4,3,4,3,2,3,2,7,7,6,7,6
71006,2,23,6,66,0,0,5,BE31,0.868858962,2,4,4,2,2,2,3,4,4,3,6,5,5,4,5
71007,1,31,6,0,1,0,6,BE24,0.856629268,0,5,2,2,1,3,1,2,2,4,3,6,3,5,5
71008,2,41,3,10,0,1,4,BE31,0.935066029,2,5,5,5,5,5,4,5,5,5,10,5,8,10,5
71009,2,50,3,9,0,1,5,BE31,0.935066029,2,4,4,4,4,5,4,2,5,4,9,9,9,8,5
71101,1,60,3,7,0,1,7,BE31,0.959255447,2,5,4,4,3,4,4,2,5,4,7,8,7,8,7
71102,1,74,1,10,0,1,2,BE31,1.196970521,2,5,4,5,5,5,5,2,5,4,10,10,10,0,9
71106,1,27,2,8,0,1,4,BE31,1.14674276,2,4,1,5,1,4,1,4,1,1,7,7,8,2,3
71107,2,38,5,9,0,1,4,BE31,0.862546178,2,4,4,4,3,4,4,3,5,4,10,10,10,3,5
71109,1,57,2,66,0,0,3,BE31,1.196970521,2,1,5,5,5,4,5,1,5,5,10,10,10,10,0
71201,1,55,7,9,0,1,9,BE31,0.884859566,2,4,4,5,5,4,4,4,4,4,8,8,9,9,8
71204,2,23,6,66,0,0,,BE31,0.868858962,2,4,3,4,4,4,4,3,5,3,6,6,7,6,7
71207,1,51,7,9,0,1,10,BE31,0.841569471,2,4,4,4,4,4,4,4,5,4,8,8,8,9,7
71301,1,74,3,66,0,0,10,BE31,0.959255447,2,5,4,5,4,3,4,4,5,4,8,8,8,10,7
71303,1,16,2,66,0,0,6,BE31,1.14674276,2,5,4,4,2,4,3,4,4,5,8,7,7,3,8
71307,2,38,7,7,0,1,7,BE31,0.862546178,2,4,3,3,4,3,3,3,4,4,9,9,8,7,4
80102,2,34,5,8,0,1,6,BE32,0.868858962,2,5,4,4,4,3,2,5,2,3,7,7,7,7,6
80105,2,60,5,66,0,0,4,BE32,0.906915308,2,5,3,4,4,2,3,3,4,4,5,6,5,8,3
80106,1,68,3,66,0,0,6,BE32,0.959255447,2,5,4,3,3,3,3,4,3,3,6,6,6,5,2
80204,2,64,1,66,0,0,4,BE32,1.226805848,2,3,3,3,5,3,3,3,3,3,5,5,5,5,0
80205,2,73,2,66,0,0,1,BE32,1.226805848,2,4,4,4,3,4,4,2,5,4,10,10,10,5,5
80206,2,57,3,66,0,0,3,BE32,0.98316556,2,4,3,3,3,3,2,2,3,2,9,9,9,5,8
80207,1,30,5,8,0,1,3,BE32,0.919002782,2,3,3,4,3,4,3,3,3,3,8,8,8,5,8
80208,1,38,5,6,0,1,8,BE32,0.912325674,2,4,4,4,4,4,5,3,5,2,8,8,8,8,2
80209,2,90,2,66,0,0,2,BE32,1.226805848,2,4,4,3,3,3,3,2,3,2,8,8,8,8,5
80301,1,19,1,66,0,0,6,BE32,1.14674276,2,4,4,4,4,4,4,2,4,4,6,6,6,4,3
80306,2,35,5,4,1,0,6,BE32,0.862546178,2,5,5,5,3,3,1,5,5,2,8,8,3,10,6
80308,1,60,5,66,0,0,7,BE32,0.959255447,2,4,5,4,5,5,4,1,1,3,9,9,8,8,7
80309,2,68,1,66,0,0,2,BE32,1.226805848,2,5,4,4,4,4,2,3,2,4,3,2,2,2,6
80406,2,72,5,66,0,0,5,BE32,0.98316556,2,5,5,5,5,5,4,5,5,5,10,10,10,10,7
80408,1,36,7,5,1,0,7,BE32,0.841569471,2,4,4,4,4,4,3,3,5,4,7,5,7,6,6
80501,2,24,7,66,0,0,9,BE32,0.868858962,2,4,4,3,4,3,3,3,4,3,7,7,8,7,4
80503,1,39,5,8,0,1,6,BE32,0.841569471,2,4,4,5,3,5,4,3,4,3,7,8,8,8,7
80504,1,52,1,66,0,0,3,BE32,1.138410984,2,4,5,4,5,4,5,2,5,4,10,10,10,7,2
80505,2,58,5,66,0,0,3,BE32,0.906915308,2,4,5,5,4,4,4,2,4,2,7,7,7,9,7
80508,1,16,2,66,0,0,6,BE32,1.14674276,2,4,4,4,4,5,4,3,4,4,8,7,7,9,6
80509,2,45,5,9,0,1,7,BE32,0.862546178,2,4,3,4,4,4,3,4,4,4,6,6,6,7,7
80601,1,27,3,5,1,0,5,BE32,0.919002782,2,5,4,4,4,5,4,4,3,5,9,9,7,7,7
80602,1,42,3,7,0,1,9,BE32,0.912325674,2,5,4,4,3,5,4,3,3,4,7,6,5,5,5
80605,1,69,2,66,0,0,6,BE32,1.196970521,2,4,4,4,4,4,3,3,4,2,8,9,7,9,6
80606,1,19,1,66,0,0,5,BE32,1.14674276,2,5,5,4,4,5,4,2,3,4,5,5,6,7,4
80607,1,49,5,7,0,1,6,BE32,0.841569471,2,4,4,4,4,4,3,2,5,4,6,8,5,9,7
80608,2,61,5,66,0,0,7,BE32,0.98316556,2,5,5,4,4,4,5,4,4,4,8,8,9,8,8
80701,1,17,2,66,0,0,6,BE32,1.14674276,2,4,4,4,3,4,4,4,5,3,7,7,7,6,5
80702,2,34,5,9,0,1,7,BE32,0.941909569,2,5,3,4,2,4,3,2,3,2,7,7,7,7,5
80703,2,41,6,9,0,1,9,BE32,0.862546178,2,4,4,4,4,4,4,3,5,4,8,8,8,9,8
80708,1,79,1,66,0,0,3,BE32,1.196970521,2,5,4,4,2,5,4,5,5,4,8,8,8,3,6
80802,1,29,4,7,0,1,8,BE32,0.919002782,2,4,3,3,2,3,2,3,4,2,8,7,7,6,4
80803,1,42,5,7,0,1,9,BE32,0.841569471,2,5,4,5,4,4,5,4,5,2,8,8,8,9,2
80805,1,62,3,66,0,0,6,BE32,0.959255447,2,5,4,5,4,5,4,3,5,5,8,8,8,8,7
80808,1,36,3,9,0,1,8,BE32,0.912325674,2,5,5,5,5,4,5,4,5,4,8,8,8,10,8
80809,2,48,2,8,0,1,6,BE32,1.166786673,2,5,5,5,2,4,5,1,5,2,5,8,8,7,5
80901,2,19,5,66,0,0,3,BE32,0.941909569,2,4,4,4,3,4,4,2,4,4,10,10,10,0,3
80902,1,35,5,9,0,1,7,BE32,0.912325674,2,4,4,4,3,3,4,5,4,5,8,8,6,10,6
80905,1,61,5,6,0,1,2,BE32,0.959255447,2,5,4,4,4,4,4,2,4,4,10,10,7,10,10
80906,1,69,2,66,0,0,3,BE32,1.196970521,2,4,4,4,4,2,4,2,4,1,8,8,8,2,2
80908,2,26,5,66,0,0,5,BE32,0.868858962,2,4,3,3,4,3,3,3,3,3,5,5,5,6,5
81003,2,55,1,66,0,0,1,BE32,1.226805848,2,5,4,5,4,4,4,2,2,4,8,8,8,1,2
81004,2,35,1,66,0,0,2,BE32,1.166786673,2,4,4,5,2,4,4,3,4,2,5,8,8,4,2
81006,2,49,3,8,0,1,5,BE32,0.935066029,2,5,4,5,4,5,4,4,5,4,8,8,8,7,5
81007,1,83,1,66,0,0,8,BE32,1.196970521,2,5,5,4,5,4,5,1,5,4,8,8,8,6,5
81009,1,70,2,66,0,0,3,BE32,1.196970521,2,3,4,4,2,3,2,2,3,4,7,8,2,5,2
81105,2,80,1,66,0,0,2,BE32,1.226805848,2,5,1,3,3,2,2,1,5,4,10,8,10,0,0
81107,2,53,1,66,0,0,6,BE32,1.166786673,2,5,4,4,4,4,4,1,5,1,3,2,2,2,2
81108,2,40,5,8,0,1,7,BE32,0.862546178,2,5,3,4,3,4,4,4,5,4,8,8,8,7,5
81201,2,20,3,66,0,0,,BE32,0.941909569,2,5,4,4,4,4,4,4,5,4,8,8,8,9,6
81202,1,28,4,8,0,1,4,BE32,0.919002782,2,2,2,4,4,5,4,2,4,4,6,6,6,8,7
81302,1,39,6,7,0,1,7,BE32,0.841569471,2,4,5,4,4,4,4,4,4,3,8,8,8,8,6
81308,2,49,5,7,0,1,9,BE32,0.862546178,2,5,5,5,4,4,4,4,5,4,9,9,9,8,7
81309,2,65,1,66,0,0,7,BE32,1.226805848,2,4,4,5,3,4,4,3,5,4,7,7,6,6,7
81403,1,36,7,10,0,1,7,BE32,0.841569471,2,5,5,4,3,4,3,1,3,4,9,9,9,8,6
81404,1,55,2,7,0,1,4,BE32,1.196970521,2,5,4,4,4,4,4,2,5,4,6,5,5,7,5
81405,1,86,3,66,0,0,4,BE32,0.959255447,2,5,3,4,4,3,4,2,5,1,8,8,7,7,6
81407,2,43,5,9,0,1,5,BE32,0.862546178,2,5,4,4,4,4,4,3,5,4,9,8,9,8,5
81408,1,46,6,8,0,1,10,BE32,0.841569471,2,5,4,4,5,4,5,3,5,4,8,8,7,8,8
81501,2,54,5,4,1,0,9,BE32,0.935066029,2,4,4,4,4,4,4,4,5,4,6,8,6,7,7
81503,2,32,5,8,0,1,8,BE32,0.941909569,2,4,4,4,4,4,4,3,4,2,8,6,8,8,6
81504,2,44,5,8,0,1,7,BE32,0.935066029,2,4,4,4,3,4,4,3,4,4,5,7,7,7,4
81506,2,84,1,66,0,0,,BE32,1.226805848,2,4,3,3,4,4,4,3,4,4,1,1,1,7,7
81507,1,52,1,66,0,0,2,BE32,1.138410984,2,4,4,5,3,4,4,2,4,4,8,6,6,7,3
81601,2,39,5,66,0,0,2,BE32,0.935066029,2,4,4,4,1,4,4,2,4,1,10,6,7,10,0
81604,1,61,1,66,0,0,3,BE32,1.196970521,2,5,5,5,5,5,4,5,5,4,10,10,10,10,8
81605,2,70,1,66,0,0,1,BE32,1.226805848,2,4,3,3,3,3,4,4,3,2,7,7,7,6,6
81607,2,79,1,66,0,0,1,BE32,1.226805848,2,4,3,3,4,3,3,3,4,3,2,2,2,3,4
81608,1,37,5,66,0,0,9,BE32,0.912325674,2,4,4,4,4,4,4,4,2,4,10,10,10,5,3
81609,1,17,2,66,0,0,3,BE32,1.14674276,2,3,3,3,3,3,2,2,1,3,7,6,7,7,5
81701,1,28,5,9,0,1,5,BE32,0.919002782,2,5,4,4,5,4,5,2,5,2,6,8,7,9,6
81703,2,66,5,66,0,0,9,BE32,0.98316556,2,4,2,2,2,2,3,4,3,2,5,5,7,6,5
81707,2,48,5,3,1,0,3,BE32,0.862546178,2,3,3,3,2,2,3,3,4,2,6,7,6,6,6
81708,2,57,1,66,0,0,6,BE32,1.226805848,2,4,3,4,3,3,4,3,5,4,10,8,8,8,6
81709,1,46,5,9,0,1,3,BE32,0.912325674,2,4,4,4,4,4,4,4,2,2,10,10,10,10,6
81801,2,15,2,66,0,0,,BE32,1.175326125,2,5,5,4,3,4,4,4,5,4,7,7,7,6,5
81806,2,45,2,10,0,1,8,BE32,1.166786673,2,5,4,4,5,4,4,2,5,3,10,10,10,7,4
81807,1,69,3,66,0,0,4,BE32,0.959255447,2,5,5,4,4,4,4,2,5,4,9,9,9,7,9
81902,1,31,5,8,0,1,6,BE32,0.847728731,2,5,4,5,5,4,5,2,4,3,7,7,5,7,5
81904,1,63,,5,1,0,3,BE32,1.012769437,2,4,3,3,1,4,3,3,4,3,4,4,3,2,3
81905,2,25,6,9,0,1,6,BE32,0.868858962,2,5,3,4,4,4,4,2,5,3,8,8,8,7,6
81906,2,57,3,66,0,0,6,BE32,0.98316556,2,3,2,2,3,2,3,2,4,2,9,9,6,5,7
81908,2,80,5,66,0,0,,BE32,0.98316556,2,4,4,5,4,4,4,5,5,4,8,8,6,10,2
82001,1,87,5,66,0,0,4,BE32,0.959255447,2,5,2,5,4,5,4,4,2,2,10,10,10,10,3
82007,1,56,7,9,0,1,10,BE32,0.884859566,2,5,4,4,5,4,5,5,5,5,8,8,8,10,8
82008,2,79,7,66,0,0,10,BE32,0.906915308,2,5,4,5,2,4,4,5,5,4,8,9,7,7,7
82009,2,16,2,66,0,0,,BE32,1.175326125,2,1,3,3,3,4,4,3,5,2,5,5,5,2,5
82102,2,34,5,9,0,1,6,BE32,0.941909569,2,5,4,4,4,4,4,3,5,5,8,9,8,9,7
82104,2,48,2,4,1,0,4,BE32,1.166786673,2,5,5,5,3,4,2,2,1,3,8,8,9,10,5
82105,1,55,2,5,1,0,5,BE32,1.196970521,2,2,4,4,4,4,3,3,4,2,9,8,5,7,8
82107,1,37,3,10,0,1,2,BE32,0.912325674,2,5,4,5,5,5,5,2,5,5,9,3,9,9,7
82108,2,67,1,66,0,0,5,BE32,1.226805848,2,4,4,4,5,5,4,2,2,2,7,7,7,6,6
82202,2,24,2,8,0,1,4,BE32,1.175326125,2,5,4,4,2,4,3,2,4,5,6,3,4,7,2
82205,1,47,5,8,0,1,4,BE32,0.912325674,2,5,5,4,4,4,4,2,5,3,9,9,9,5,6
82206,2,18,2,66,0,0,,BE32,1.175326125,2,4,3,3,4,3,4,3,5,3,7,7,7,5,7
82305,1,52,5,9,0,1,7,BE32,0.912325674,2,5,5,4,4,5,3,3,5,4,8,9,7,8,7
82306,2,62,5,66,0,0,4,BE32,0.98316556,2,4,4,4,4,4,2,2,4,3,10,10,10,8,8
82401,2,50,1,66,0,0,2,BE32,1.166786673,2,3,3,3,4,3,4,3,2,3,6,6,5,6,5
82402,1,64,7,8,0,1,3,BE32,0.884859566,2,5,4,3,4,3,5,1,1,2,7,6,7,8,7
82407,2,75,5,66,0,0,2,BE32,0.98316556,2,5,4,5,5,4,5,2,5,4,10,10,10,10,6
82408,1,19,2,66,0,0,6,BE32,1.14674276,2,1,3,4,4,4,4,5,3,3,9,8,8,8,6
82501,1,43,3,8,0,1,7,BE32,0.912325674,2,4,4,4,3,3,2,1,5,4,7,9,7,7,6
82503,1,22,7,66,0,0,2,BE32,0.847728731,2,5,5,2,5,2,5,1,5,3,9,9,9,10,7
82504,1,31,5,8,0,1,8,BE32,0.847728731,2,4,4,4,5,4,4,4,4,4,7,7,7,7,7
82505,1,40,7,8,0,1,10,BE32,0.841569471,2,5,3,4,3,3,3,1,3,3,5,9,8,5,9
82507,2,53,7,7,0,1,7,BE32,0.862546178,2,4,4,4,3,4,2,4,4,4,6,6,6,7,6
82509,2,62,5,66,0,0,6,BE32,0.906915308,2,3,4,4,4,5,4,4,5,5,8,10,8,9,8
82601,2,68,2,66,0,0,4,BE32,1.226805848,2,2,2,2,4,2,4,4,4,2,4,4,3,2,3
82603,1,80,1,66,0,0,4,BE32,1.196970521,2,2,5,5,5,4,4,2,5,3,10,10,10,4,2
82702,1,23,2,66,0,0,7,BE32,1.14674276,2,5,4,5,5,4,5,3,5,5,8,8,8,9,5
82703,2,40,6,4,1,0,6,BE32,0.862546178,2,4,2,2,4,2,1,3,2,1,5,7,6,7,3
82704,2,50,1,10,0,1,5,BE32,1.166786673,2,5,4,4,5,3,3,2,5,5,8,8,8,6,5
82707,1,16,2,66,0,0,,BE32,1.14674276,2,4,4,4,3,4,4,2,5,2,6,6,6,5,6
82708,1,47,7,9,0,1,10,BE32,0.841569471,2,2,4,4,4,2,3,2,4,4,8,9,9,6,5
82805,2,69,5,66,0,0,2,BE32,0.906915308,2,5,3,4,2,2,2,2,2,2,7,7,8,8,5
82806,2,27,7,4,1,0,8,BE32,0.868858962,2,5,3,3,4,3,2,3,4,4,6,5,7,7,5
82808,1,64,7,9,0,1,7,BE32,0.884859566,2,4,5,5,4,4,4,4,5,4,8,8,7,8,7
82901,1,65,2,66,0,0,4,BE32,1.196970521,2,5,4,4,4,4,4,3,4,3,8,8,8,7,7
82905,2,85,3,66,0,0,3,BE32,0.98316556,2,4,4,3,4,5,3,3,5,5,9,9,9,,8
